dataset,method,window,subject,classes,samples,accuracy,c0,c1,c_ba,ba_converged,i_uniform,itr_c1_bpm,itr_ba_bpm,itr_mi_bpm
JBHI35,EFUSIONCA,1.6,aggregate,35,1050,0.7133333333333334,5.129283016944966,2.806500658604741,3.66863565928995,True,3.548640349062766,80.1857331029926,104.81816169399856,101.38972425893617
JBHI35,EFUSIONCA,1.8,aggregate,35,1050,0.7323809523809524,5.129283016944966,2.9297537229947,3.7717066068862954,True,3.6613889269972866,76.4283579911661,98.39234626659902,95.51449374775531
JBHI35,EFUSIONCA,2.0,aggregate,35,1050,0.7495238095238095,5.129283016944966,3.0429627087814124,3.849806731289089,True,3.7365569727404306,73.03110501075389,92.39536155093813,89.67736734577034
JBHI35,FUSIONCA,0.2,aggregate,35,1050,0.23333333333333334,5.129283016944966,0.4451178911683398,1.6845415375508668,True,1.4248967354935722,38.15296210014341,144.38927464721718,122.13400589944906
JBHI35,FUSIONCA,0.4,aggregate,35,1050,0.4,5.129283016944966,1.1058547177400944,2.3724829496983815,True,2.0593097520765618,73.72364784933963,158.1655299798921,137.28731680510413
JBHI35,FUSIONCA,0.6,aggregate,35,1050,0.4838095238095238,5.129283016944966,1.503939634235648,2.6758053980399854,True,2.409158448578976,82.03307095830806,145.9530217112719,131.4086426497623
JBHI35,FUSIONCA,0.8,aggregate,35,1050,0.5238095238095238,5.129283016944966,1.708317991374802,2.7887055217318264,True,2.5766574686878774,78.84544575576008,128.709485618392,118.92265240097895
JBHI35,FUSIONCA,1.0,aggregate,35,1050,0.5504761904761905,5.129283016944966,1.849711406976263,2.9133982236217775,True,2.738134791297287,73.98845627905052,116.5359289448711,109.52539165189148
JBHI35,FUSIONCA,1.2,aggregate,35,1050,0.5857142857142857,5.129283016944966,2.0429236950254457,3.1394362145715267,True,2.915510912453516,72.10318923619221,110.80363110252448,102.90038514541823
JBHI35,FUSIONCA,1.4,aggregate,35,1050,0.6180952380952381,5.129283016944966,2.226980536961461,3.2547279670898033,True,3.063053596447305,70.32570116720403,102.78088317125696,96.72800830886227
JBHI35,FUSIONCA,1.6,aggregate,35,1050,0.6428571428571429,5.129283016944966,2.3720460435420714,3.3261988258427,True,3.1723920026553003,67.77274410120204,95.03425216693428,90.63977150443715
JBHI35,FUSIONCA,1.8,aggregate,35,1050,0.6704761904761904,5.129283016944966,2.5384037693537165,3.471684081462698,True,3.315863731966644,66.21922876574914,90.56567169033126,86.50079300782551
JBHI35,FUSIONCA,2.0,aggregate,35,1050,0.6828571428571428,5.129283016944966,2.6145831990939885,3.5456013816046075,True,3.41278041158244,62.74999677825572,85.09443315851058,81.90672987797856
JBHI35,SPECTRAL_TDCA,0.2,aggregate,35,1050,0.3485714285714286,5.129283016944966,0.8823786211330824,2.111846791451468,True,1.8027976546097881,75.6324532399785,181.01543926726868,154.52551325226756
JBHI35,SPECTRAL_TDCA,0.4,aggregate,35,1050,0.5152380952380953,5.129283016944966,1.6637449296356843,2.874762748308881,True,2.5709827498836555,110.91632864237896,191.65084988725874,171.39884999224373
JBHI35,SPECTRAL_TDCA,0.6,aggregate,35,1050,0.5771428571428572,5.129283016944966,1.9952528111809147,3.0843852595462873,True,2.8825006462588303,108.83197151895897,168.23919597525202,157.22730797775435
JBHI35,SPECTRAL_TDCA,0.8,aggregate,35,1050,0.64,5.129283016944966,2.355113204839352,3.303349816029195,True,3.176769089957207,108.69753253104702,152.46229920134746,146.62011184417878
JBHI35,SPECTRAL_TDCA,1.0,aggregate,35,1050,0.6657142857142857,5.129283016944966,2.509371595025254,3.4230375308737186,True,3.305216758150939,100.37486380101016,136.92150123494875,132.20867032603758
JBHI35,SPECTRAL_TDCA,1.2,aggregate,35,1050,0.7,5.129283016944966,2.7217532653391716,3.58428462826599,True,3.4744367185990366,96.06187995314724,126.50416335056437,122.62717830349541
JBHI35,SPECTRAL_TDCA,1.4,aggregate,35,1050,0.7142857142857143,5.129283016944966,2.812601636592524,3.6604539098781537,True,3.561182859593055,88.81899905029023,115.59328136457329,112.45840609241228
JBHI35,SPECTRAL_TDCA,1.6,aggregate,35,1050,0.7371428571428571,5.129283016944966,2.9609797635738184,3.7606535734932827,True,3.6673367108551895,84.59942181639481,107.44724495695093,104.78104888157684
JBHI35,SPECTRAL_TDCA,1.8,aggregate,35,1050,0.7495238095238095,5.129283016944966,3.0429627087814124,3.8343226720531836,True,3.7636340183829233,79.38163588125424,100.02580883617001,98.18175700129366
JBHI35,SPECTRAL_TDCA,2.0,aggregate,35,1050,0.7628571428571429,5.129283016944966,3.1325709643657618,3.907543986308399,True,3.845786341432227,75.18170314477828,93.78105567140157,92.29887219437344
JBHI35,eTRCA,2.0,aggregate,35,1050,0.6485714285714286,5.129283016944966,2.406065794535416,3.3722609869453954,True,3.269891604472308,57.745579068849985,80.93426368668949,78.4773985073354
